0.000000	-0.000000
0.001000	-0.000000
0.002000	-0.000000
0.003000	-0.000000
0.004000	-0.000000
0.005000	-0.000000
0.006000	-0.000000
0.007000	-0.000000
0.008000	-0.000001
0.009000	-0.000001
0.010000	-0.000002
0.011000	-0.000003
0.012000	-0.000005
0.013000	-0.000008
0.014000	-0.000012
0.015000	-0.000018
0.016000	-0.000028
0.017000	-0.000044
0.018000	-0.000066
0.019000	-0.000100
0.020000	-0.000149
0.021000	-0.000220
0.022000	-0.000323
0.023000	-0.000470
0.024000	-0.000678
0.025000	-0.000969
0.026000	-0.001373
0.027000	-0.001928
0.028000	-0.002683
0.029000	-0.003700
0.030000	-0.005057
0.031000	-0.006848
0.032000	-0.009191
0.033000	-0.012221
0.034000	-0.016100
0.035000	-0.021011
0.036000	-0.027162
0.037000	-0.034779
0.038000	-0.044101
0.039000	-0.055374
0.040000	-0.068839
0.041000	-0.084715
0.042000	-0.103182
0.043000	-0.124359
0.044000	-0.148278
0.045000	-0.174861
0.046000	-0.203884
0.047000	-0.234962
0.048000	-0.267515
0.049000	-0.300759
0.050000	-0.333691
0.051000	-0.365095
0.052000	-0.393557
0.053000	-0.417495
0.054000	-0.435206
0.055000	-0.444935
0.056000	-0.444947
0.057000	-0.433628
0.058000	-0.409581
0.059000	-0.371734
0.060000	-0.319440
0.061000	-0.252569
0.062000	-0.171582
0.063000	-0.077582
0.064000	0.027676
0.065000	0.141795
0.066000	0.261799
0.067000	0.384231
0.068000	0.505275
0.069000	0.620929
0.070000	0.727178
0.071000	0.820190
0.072000	0.896513
0.073000	0.953245
0.074000	0.988195
0.075000	1.000000
0.076000	0.988195
0.077000	0.953245
0.078000	0.896512
0.079000	0.820190
0.080000	0.727177
0.081000	0.620928
0.082000	0.505274
0.083000	0.384230
0.084000	0.261799
0.085000	0.141794
0.086000	0.027675
0.087000	-0.077582
0.088000	-0.171583
0.089000	-0.252569
0.090000	-0.319440
0.091000	-0.371734
0.092000	-0.409581
0.093000	-0.433628
0.094000	-0.444947
0.095000	-0.444934
0.096000	-0.435206
0.097000	-0.417495
0.098000	-0.393557
0.099000	-0.365095
0.100000	-0.333691
0.101000	-0.300759
0.102000	-0.267515
0.103000	-0.234962
0.104000	-0.203884
0.105000	-0.174860
0.106000	-0.148278
0.107000	-0.124359
0.108000	-0.103182
0.109000	-0.084715
0.110000	-0.068839
0.111000	-0.055374
0.112000	-0.044101
0.113000	-0.034779
0.114000	-0.027162
0.115000	-0.021011
0.116000	-0.016100
0.117000	-0.012221
0.118000	-0.009191
0.119000	-0.006848
0.120000	-0.005056
0.121000	-0.003700
0.122000	-0.002683
0.123000	-0.001928
0.124000	-0.001373
0.125000	-0.000969
0.126000	-0.000678
0.127000	-0.000470
0.128000	-0.000323
0.129000	-0.000220
0.130000	-0.000149
0.131000	-0.000100
0.132000	-0.000066
0.133000	-0.000044
0.134000	-0.000028
0.135000	-0.000018
0.136000	-0.000012
0.137000	-0.000008
0.138000	-0.000005
0.139000	-0.000003
0.140000	-0.000002
0.141000	-0.000001
0.142000	-0.000001
0.143000	-0.000000
0.144000	-0.000000
0.145000	-0.000000
0.146000	-0.000000
0.147000	-0.000000
0.148000	-0.000000
0.149000	-0.000000
